_id,enlace,nombre,puntuacion,tipo_cocina,ubicacion
Lamonarracha - Barrio de Salamanca,http://www.lamonarracha.com/,Lamonarracha - Barrio de Salamanca,"5,0 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle del Príncipe de Vergara 78, 28006 Madrid España"
Sandolá,,Sandolá,"4,5 ","['€€ - €€€', 'Latina', 'Internacional', 'Española']","Calle Luchana, 37, 28010 Madrid España"
La Almudayna,No hay link,La Almudayna,"4,0 ","['€€ - €€€', 'Española']","Calle Espiritu Santo 5, 28004 Madrid España"
La Parrilla de Andorina,,La Parrilla de Andorina,"4,0 ","['€€ - €€€', 'Española']","Calle Pensamiento 11 28020, 28020 Madrid España"
Bonbini Restaurante,http://www.bonbini.es/,Bonbini Restaurante,"4,5 ","['€', 'Latina', 'Sudamericana']","Calle de Lopez de Hoyos 81 Local 20, 28002 Madrid España"
Restaurante Rodriguez,http://madrid.salir.com/restaurante_rodriguez,Restaurante Rodriguez,"3,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Calle de San Cristobal, 28012 Madrid España"
Beefcious Valdebebas,,Beefcious Valdebebas,"4,0 ","['€€ - €€€', 'Americana']","Calle de Josefina Aldecoa 13 Esquina con Juan Antonio Samaranch, 28055 Madrid España"
Tetería Nagamat,,Tetería Nagamat,"4,5 ","['€€ - €€€', 'De Oriente Medio', 'Opciones vegetarianas']","Calle Huertas 59, 28014 Madrid España"
Delisko,,Delisko,"3,5 ","['€€ - €€€', 'Comida rápida', 'Europea']","Calle Fuencarral 43, 28004 Madrid España"
La Prosperidad,No hay link,La Prosperidad,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Fernandez de Oviedo 18, 28002 Madrid España"
Pizzeria Ciao,,Pizzeria Ciao,"4,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Opciones vegetarianas']","Calle Cea Bermudez 13, 28003 Madrid España"
Shushicome,,Shushicome,"4,0 ","['€€ - €€€', 'Japonesa', 'Asiática', 'Fusión japonesa']","Ronda de Segovia, 2 Portal l y k, 28005 Madrid España"
Lai Fusion Food,No hay link,Lai Fusion Food,"4,5 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Clara del Rey, 24, Madrid España"
Vermuteria Latazo.,,Vermuteria Latazo.,"4,5 ","['€', 'Española', 'Tienda gourmet', 'Contemporánea']","Calle Santa Isabel, 5 Mercado de Anton Martin. Planta Alta, 28012 Madrid España"
Come Bebe Ama,https://www.comebebeamagh.com/,Come Bebe Ama,"4,5 ","['€€ - €€€', 'Española']","Calle Gesaleico, 20, 28019 Madrid España"
Restaurante O Camiño,,Restaurante O Camiño,"4,0 ","['€€€€', 'Marisco', 'Mediterránea', 'Española']","Calle Suecia 44, 28022 Madrid España"
El Rincon de Sancho,,El Rincon de Sancho,"4,0 ","['€', 'Española']","Calle Luisa Fernanda 9, 28008 Madrid España"
Milford,,Milford,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle de Juan Bravo 7, 28006 Madrid España"
Leka Ópera Bar & tapas,,Leka Ópera Bar & tapas,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española']","Calle de Santiago 1, 28013 Madrid España"
La Pomarada,,La Pomarada,"3,5 ","['€', 'Mediterránea', 'Española']","Calle Conde Duque 3, 28015 Madrid España"
A Chili Pu,,A Chili Pu,"4,5 ","['Mexicana', 'Americana']","Paseo de las Camelia, s/n 28860 Paracuellos De Jarama España Miramadrid, 28861 Madrid España"
Paellamar Tirso de Molina,,Paellamar Tirso de Molina,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle de Dona Urraca 15 Mercado Tirso de Molina, 28011 Madrid España"
Arte y Paladar,,Arte y Paladar,"4,5 ","['Española', 'Opciones vegetarianas']","Calle Del Gral. Pardiñas 62, 28001 Madrid España"
San Telmo,,San Telmo,"3,5 ","['€€ - €€€', 'Restaurante de carne', 'Barbacoa', 'Argentina']","Paseo De La Castellana, 143, 28046 Madrid España"
Arzabal Retiro,,Arzabal Retiro,"3,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Menéndez Pelayo 13, 28009 Madrid España"
La Esquina Mexicana,,La Esquina Mexicana,"4,0 ","['€€ - €€€', 'Mexicana', 'Latina', 'Española']","Calle del Principe de Anglona 1 Frente a la Plaza San Pedro, 28005 Madrid España"
Mi Sushi,,Mi Sushi,"4,0 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle Valderribas 4, 28007 Madrid España"
Milwaukee Burger,http://milwaukee-burger.com/,Milwaukee Burger,"5,0 ","['Americana']","Calle Manuel De Malasaña 9, 28004 Madrid España"
Patatas fritas La Azucena,http://www.laazucena.com/,Patatas fritas La Azucena,"5,0 ","['€€ - €€€', 'Mediterránea', 'Opciones vegetarianas']","Calle Virgen de la Monjía, 2, 28027 Madrid España"
Gallego Restaurante,,Gallego Restaurante,"4,0 ","['€€ - €€€', 'Española']","Calle SAN MODESTO, 44, 28034 Madrid España"
Manka restaurante peruano,,Manka restaurante peruano,"4,5 ","['€€ - €€€', 'Peruana', 'Latina', 'Internacional']","Calle de Castilla, 4, 28039 Madrid España"
Puerta del Sol,No hay link,Puerta del Sol,"4,0 ","['€']","Calle Carretas 29, 28012 Madrid España"
El Rey de Tallarines,,El Rey de Tallarines,"3,5 ","['€€ - €€€', 'China', 'Asiática', 'Opciones vegetarianas']","Plaza del Conde de Toreno, 2 Esq. San Bernardino, 28015 Madrid España"
Al-Batra,,Al-Batra,"4,0 ","['€', 'Marroquí', 'Mediterránea', 'De Oriente Medio']","Calle De Las Huertas, 1, 28012 Madrid España"
Sagardi en Euskal Extea,,Sagardi en Euskal Extea,"3,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Calle de Jovellanos, 3 1st Floor, 28014 Madrid España"
Cafeteria Trebol,,Cafeteria Trebol,"4,0 ","['€', 'Café', 'Mediterránea', 'Española']","Avenida de Felipe II 10 Metro Goya, 28009 Madrid España"
Los Hierros,No hay link,Los Hierros,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española']","Calle Quintana 17, 28008 Madrid España"
La Galia Castellana,No hay link,La Galia Castellana,"5,0 ","['€€ - €€€', 'Española', 'Fusión', 'Alimentos medicinales']","C/Lerida, 28020 Madrid España"
Campiello,,Campiello,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Toledo 122, 28005 Madrid España"
Casa Tinin Restaurante,,Casa Tinin Restaurante,"4,0 ","['€€ - €€€', 'Española', 'Opciones vegetarianas']","Calle Capitan Haya 19, 28020 Madrid España"
Pasamar,,Pasamar,"4,5 ","['€€ - €€€', 'Latina', 'Mediterránea', 'Española']","Calle San Antonio de Padua, 32, 28026 Madrid España"
Believe Life&Food Madrid,,Believe Life&Food Madrid,"4,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Española']","Calle del Rio 4, 28013 Madrid España"
UMAMI Gastrobar,No hay link,UMAMI Gastrobar,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Avenida Andes 6, 28042 Madrid España"
Formentera Arrocería,,Formentera Arrocería,"3,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Av. Monasterio de El Escorial 6, 28049 Madrid España"
el secreto del lobo,,el secreto del lobo,"4,5 ","['€€ - €€€', 'Mediterránea', 'Barbacoa', 'Española']","Calle Alcalá 55, 28014 Madrid España"
Kitchen Club,,Kitchen Club,"4,5 ","['€€ - €€€', 'Contemporánea']","Calle General Pardinas 103, 28006 Madrid España"
Zorba comida Griega,No hay link,Zorba comida Griega,"4,5 ","['€€ - €€€', 'Griega']","Calle de Ibiza, 8, 28009 Madrid España"
Casa Jorge,,Casa Jorge,"3,5 ","['€€ - €€€', 'Mediterránea', 'Española']","Cartagena, 104, Madrid España"
La Escalera Del 15,No hay link,La Escalera Del 15,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Paseo General Martinez Campos 15, 28010 Madrid España"
Taberna El Castor,,Taberna El Castor,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle de Josefina Aldecoa 13 Local 7, Valdebebas , Entrada por Juan Antonio Samaranch Valdebebas, 28055 Madrid España"
Carato Bar,,Carato Bar,"5,0 ","['€€ - €€€', 'Latina', 'Venezolana', 'Sudamericana']","Calle de las Naciones 5 Metro Goya, 28006 Madrid España"
Ogs Hyped Burgers,,Ogs Hyped Burgers,"5,0 ","['Americana']","C/ De La Reina 9, 28004 Madrid España"
La Daniela Bernabéu,,La Daniela Bernabéu,"3,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle De Gutiérrez Solana, 2, 28036 Madrid España"
Bar Restaurante Cebreros,No hay link,Bar Restaurante Cebreros,"4,5 ","['€', 'Española']","Calle de Ayala, 28, 28001 Madrid España"
Caffe Del Arte,No hay link,Caffe Del Arte,"4,0 ","['€', 'Café', 'Mediterránea', 'Europea']","Calle Fuencarral 93, 28004 Madrid España"
El Quinto Pecado,,El Quinto Pecado,"3,5 ","['€€ - €€€', 'Española', 'Opciones vegetarianas']","Calle Ciudad Real 4, 28045 Madrid España"
Restaurant Wacamole,,Restaurant Wacamole,"5,0 ","['€€ - €€€', 'Mexicana']","Caballero De Gracia 7, 28013 Madrid España"
Artists Room,,Artists Room,"4,0 ","['€€ - €€€', 'Internacional', 'Española', 'Contemporánea']","Calle Hermosilla 59, 28001 Madrid España"
Pokei,,Pokei,"5,0 ","['€€ - €€€', 'Japonesa', 'Saludable', 'Hawaiana']","Calle Sandoval 12 Local 3, 28010 Madrid España"
El Templo del Placer,,El Templo del Placer,"4,0 ","['€€ - €€€', 'Mediterránea']","Calle Jacometrezo 6, 28013 Madrid España"
La Mafia se sienta a la mesa - C.C. La Vaguada,,La Mafia se sienta a la mesa - C.C. La Vaguada,"3,5 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Opciones vegetarianas']","Avenida Monforte de Lemos, 36 Centro Comercial la Vaguada, 28029 Madrid España"
City Kebab,No hay link,City Kebab,"4,0 ","['€', 'Turca', 'De Oriente Medio', 'Opciones vegetarianas']","Calle Cruz 10, 28012 Madrid España"
Barrafina Madrid,,Barrafina Madrid,"4,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Española']","Calle de Guillermo de Osma 19 Zona Matadero, 28045 Madrid España"
Casa Emilio,,Casa Emilio,"4,0 ","['€', 'Española']","Calle Lopez de Hoyos 98, 28002 Madrid España"
Entre Caceres y Badajoz,,Entre Caceres y Badajoz,"3,5 ","['€', 'Bar', 'Mediterránea', 'Española']","Calle Don Ramon de la Cruz 109 Madrid,, 28001 Madrid España"
Ciento29,,Ciento29,"4,5 ","['Italiana', 'Mediterránea', 'Argentina', 'Sudamericana']","Paseo De La Castellana, 129, 28046 Madrid España"
El Parnaso,,El Parnaso,"4,0 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Plaza Cascorro 4, 28005 Madrid España"
El Parnasillo Del Principe,,El Parnasillo Del Principe,"4,0 ","['€', 'Irlandesa', 'Bar', 'Pub']","Calle Principe 33, 28012 Madrid España"
La Cueva de 1900 - Arenal,,La Cueva de 1900 - Arenal,"3,5 ","['€€ - €€€', 'Española', 'Contemporánea', 'Bares para comer']","C/ Arenal, 6 Junto a Plaza Puerta del Sol, 28013 Madrid España"
Restaurante Taberna La Romana,No hay link,Restaurante Taberna La Romana,"4,5 ","['€€€€', 'Europea', 'Española']","Calle Laguna 139, 28025 Madrid España"
Freiduria el Rocio,No hay link,Freiduria el Rocio,"4,0 ","['€€ - €€€', 'Española']","Pasaje de Matheu 2, Madrid España"
Al Sur,No hay link,Al Sur,"4,0 ","['€', 'Española']","Calle Zurbarán, 8, 28010 Madrid España"
Restaurante San Nicolas,No hay link,Restaurante San Nicolas,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Ricardo Ortiz, 51, 28017 Madrid España"
Tierrasanta Bar De Tapas,,Tierrasanta Bar De Tapas,"5,0 ","['Bar', 'Café', 'Mediterránea', 'Pub']","Calle Del Limón, 15, 28015 Madrid España"
Cerveceria Toni,No hay link,Cerveceria Toni,"4,5 ","['€€ - €€€', 'Marisco', 'Mediterránea', 'Española']","Calle Francisco Silvela 18, 28028 Madrid España"
RAMPUJO RESTAURANTE,,RAMPUJO RESTAURANTE,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","C/ Manuel Pombo Angulo, 18, 28050 Madrid España"
The Cavern - Irish Pub,,The Cavern - Irish Pub,"4,0 ","['€€ - €€€', 'Irlandesa', 'Bar', 'Pub']","Calle de Santiago 1, 28013 Madrid España"
Anta,,Anta,"4,5 ","['€€ - €€€', 'Española']","Calle Embajadores 198, 28045 Madrid España"
MOX,,MOX,"4,5 ","['€€ - €€€', 'Opciones vegetarianas', 'Opciones veganas']","Corredera Baja de San Pablo 53, 28004 Madrid España"
El Bacaro de Fabio Latina,,El Bacaro de Fabio Latina,"4,0 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Plaza de la Paja, 2, 28010 Madrid España"
Greener,,Greener,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Padre Claret 3, 28002 Madrid España"
Le Tavernier,,Le Tavernier,"4,0 ","['€€ - €€€', 'Española']","Calle de Mesonero Romanos, 13 8° Piso, Hotel Innside, 28004 Madrid España"
Camarote Vintage,,Camarote Vintage,"4,0 ","['€€ - €€€']","Ronda Segovia 22, 28005 Madrid España"
Taquería Los Carnales,,Taquería Los Carnales,"4,5 ","['€', 'Mexicana', 'Bar', 'Internacional']","Calle Martín de los Heros 4, 28008 Madrid España"
España Cañi,,España Cañi,"3,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Plaza del Ángel 14, 28012 Madrid España"
Mediterrae,,Mediterrae,"3,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Opciones veganas']","Calle Samaria 3 Esq con Av. Doctor Esquerdo 80, 28009 Madrid España"
Cabaña Food Bar,,Cabaña Food Bar,"4,5 ","['€', 'Latina', 'Española', 'Sudamericana']","Calle de Don Ramon de la Cruz 97, 28006 Madrid España"
Cervecería Hevia,https://cerveceria-hevia.negocio.site/website/cerveceria-hevia/,Cervecería Hevia,"4,0 ","['€', 'Europea', 'Española']","Calle ALCALA, 440 LOCAL, 28027 Madrid España"
Casa Carmo,,Casa Carmo,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Avenida Europa 27, 28023 Madrid España"
Oishii Sushi & Ramen Madrid,,Oishii Sushi & Ramen Madrid,"3,5 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle Miguel Moya 6, 28004 Madrid España"
La chispera,,La chispera,"4,5 ","['€€ - €€€', 'Mexicana', 'Española']","Calle de Santa Ana 13, 28005 Madrid España"
Santa Canela,No hay link,Santa Canela,"4,5 ","['€€ - €€€', 'Española']","Calle de Guzman el Bueno 20, 28015 Madrid España"
212 Bistró,,212 Bistró,"4,0 ","['€', 'Americana', 'Venezolana', 'Sudamericana']","Calle de Alcalá, 196 Diagonal a la Plaza de Toros de Ventas, 28028 Madrid España"
Sanpas,http://cafeteriasanpas.com/,Sanpas,"4,0 ","['€', 'Bar', 'Mediterránea', 'Española']","Calle Alcala 508, 28027 Madrid España"
Bar Santurce,,Bar Santurce,"3,5 ","['€', 'Española']","Plaza General Vara del Rey 14, 28005 Madrid España"
Parrondo,No hay link,Parrondo,"4,0 ","['€', 'Mediterránea', 'Española', 'Opciones veganas']","Calle Santa Isabel 8, 28012 Madrid España"
La Charcutería de Octavio,http://www.lacharcuteriadeoctavio.com/,La Charcutería de Octavio,"4,5 ","['€€ - €€€']","Augusto Figueroa, 24 Mercado de San Anton, 28004 Madrid España"
La burla de quevedo,,La burla de quevedo,"4,0 ","['€€ - €€€', 'Mexicana', 'Americana', 'Mediterránea']","Calle Azofra 31 Local 2, 28050 Madrid España"
Canas y Tapas,,Canas y Tapas,"3,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Plaza de Celenque, 1, 28013 Madrid España"
La Mazmorra,,La Mazmorra,"4,0 ","['€', 'Bar', 'Española']","Calle Cava de San Miguel 6, 28005 Madrid España"
EL Toril Urban Gourmet,,EL Toril Urban Gourmet,"4,5 ","['€€ - €€€', 'Americana', 'Latina', 'Española']","Calle de Alonso Cano 10 Local 6, 28010 Madrid España"
Haveli Indian Kitchen,,Haveli Indian Kitchen,"4,5 ","['India']","Calle O Donnel 46 Next To Novotel, 200 Meters From Wizink Centre., 28009 Madrid España"
Parrilla El Alto,No hay link,Parrilla El Alto,"4,0 ","['€€ - €€€', 'Española']","Avenida Albufera 222, 28038 Madrid España"
Tabara,No hay link,Tabara,"4,5 ","['€', 'Española']","Calle San Bernardo 25, 28015 Madrid España"
Colmado Madrileño,,Colmado Madrileño,"4,0 ","['€€ - €€€', 'Española', 'Opciones vegetarianas', 'Opciones sin gluten']","Paseo de Juan Antonio Vallejo-Nájera Botas 54, 28005 Madrid España"
Caminito,No hay link,Caminito,"5,0 ","['€€ - €€€', 'Latina', 'Argentina', 'Sudamericana']","Calle Salitre 27 Lavapiés, 28012 Madrid España"
El Mono Bikers & Beer Bar,,El Mono Bikers & Beer Bar,"5,0 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Española']","Calle Cava Alta 19, 28005 Madrid España"
Kyoshi Las Cortes,,Kyoshi Las Cortes,"4,5 ","['Japonesa']","Calle De San Agustín, 3, 28014 Madrid España"
Lagasca19,,Lagasca19,"4,5 ","['€€€€', 'Mediterránea']","Calle Lagasca 19, 28001 Madrid España"
Shi-Shang,,Shi-Shang,"3,5 ","['€', 'China', 'Sushi', 'Asiática']","Calle Concepcion Arenal 3, 28004 Madrid España"
Naked&Sated (Serrano),,Naked&Sated (Serrano),"3,5 ","['€', 'Saludable', 'Opciones vegetarianas', 'Opciones veganas']","Calle Serrano 110, 28006 Madrid España"
La Choza Nautica,,La Choza Nautica,"4,5 ","['€€ - €€€', 'Peruana', 'Latina', 'Española']","Calle de Segovia 15 Street Segovia 15, 28005 Madrid España"
Shukran,,Shukran,"4,0 ","['€€ - €€€', 'Libanesa', 'Mediterránea', 'De Oriente Medio']","C/ López de Hoyos 9, 28006 Madrid España"
Restaurante Cruz Blanca,,Restaurante Cruz Blanca,"3,5 ","['€€ - €€€', 'Española']","Calle Mayor, 68, 28013 Madrid España"
Meraki Bar Restaurante,,Meraki Bar Restaurante,"5,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Calle Munico 9, 28047 Madrid España"
Guilty - Cookie Shop (la Latina),https://guilty-cookies.com/,Guilty - Cookie Shop (la Latina),"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Confiterías/panaderías"",""Americana"",""Café""]","Calle de la Cava Baja, 23 – 28005 Madrid, 28005 Madrid España"
"L'Atelier Robuchon Madrid",null,"L'Atelier Robuchon Madrid","0,0 ","[""Francesa"",""Española""]","Calle Ayala nº 2, 28001 Madrid España"
Chavela Taco Master,null,Chavela Taco Master,"5,0 ","[""€€ - €€€"",""Mexicana"",""Americana"",""Sudamericana""]","Calle del Noviciado 6, 28015 Madrid España"
La Metixe. Taberna Mexicana,No hay link,La Metixe. Taberna Mexicana,"3,0 ","[""€€ - €€€"",""Mexicana"",""Latina"",""Española""]","C. de Valderribas, 23, 28007 Madrid España"
Restaurante Nuevo Horno de Santa Teresa,null,Restaurante Nuevo Horno de Santa Teresa,"4,5 ","[""€€ - €€€"",""Española""]","Calle Santa Teresa 8, 28004 Madrid España"
Everest Tandoori Nepali-Indian Restaurant,http://www.everesttandoorimadrid.com/,Everest Tandoori Nepali-Indian Restaurant,"4,5 ","[""€€ - €€€"",""India"",""Asiática"",""Tibetana""]","Calle Pegaso no 13 Hortaleza, 28043 Madrid España"
Buddha palace tandoori nepali- indian restaurant,http://www.buddhapalacetandoori.es/,Buddha palace tandoori nepali- indian restaurant,"4,5 ","[""€€ - €€€"",""India"",""Nepalí"",""Opciones vegetarianas""]","Plaza de Andres Jauregui 18 Canillas Plaza Andres Jauregui 18, canillas, 28043 Madrid España"
Picsa Madrid,null,Picsa Madrid,"4,0 ","[""€€ - €€€"",""Italiana"",""Pizza"",""Mediterránea""]","Calle Ponzano, 76, 28003 Madrid España"
Restaurante Casa Amadeo los Caracoles,http://www.caracolesdeamadeo.com/,Restaurante Casa Amadeo los Caracoles,"4,0 ","[""€"",""Española""]","Plaza Cascorro 18, 28005 Madrid España"
Las Cuevas de Luis Candelas,null,Las Cuevas de Luis Candelas,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle de los Cuchilleros, 1, 28005 Madrid España"
Green Tea Sushi & Cocktail - Hotel the Westin Palace,http://www.westinpalacemadrid.com/,Green Tea Sushi & Cocktail - Hotel the Westin Palace,"4,0 ","[""€€€€"",""Japonesa"",""Sushi"",""Asiática""]","Plaza Cortes 7, 28014 Madrid España"
